MS-DRG 	FY 2010 Final Rule Post-Acute DRG	FY 2010 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
312	No	No	05	MED	SYNCOPE & COLLAPSE	0.7215	2.5	3.1
313	No	No	05	MED	CHEST PAIN	0.5404	1.7	2.1
314	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC	1.7589	5.0	6.9
315	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W CC	0.9598	3.4	4.4
316	Yes	No	05	MED	OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC	0.6211	2.2	2.7
326	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC"	5.6845	12.9	16.6
327	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC"	2.7062	7.2	9.2
328	Yes	No	06	SURG	"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC"	1.395	3.0	4.0
329	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC	5.1396	12.7	15.7
330	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W CC	2.4981	7.9	9.2
331	Yes	No	06	SURG	MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.5952	4.9	5.5
332	Yes	No	06	SURG	RECTAL RESECTION W MCC	4.7762	12.1	14.5
333	Yes	No	06	SURG	RECTAL RESECTION W CC	2.415	7.3	8.4
334	Yes	No	06	SURG	RECTAL RESECTION W/O CC/MCC	1.6208	4.5	5.2
335	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W MCC	4.1422	11.5	14.0
336	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W CC	2.2458	7.3	8.8
337	Yes	No	06	SURG	PERITONEAL ADHESIOLYSIS W/O CC/MCC	1.4441	4.2	5.2
338	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC	3.0677	8.6	10.3
339	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC	1.7979	5.7	6.6
340	No	No	06	SURG	APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC	1.2197	3.4	3.9
341	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC	2.2109	5.1	6.8
342	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC	1.3112	3.1	3.9
343	No	No	06	SURG	APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC	0.936	1.7	2.1
344	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W MCC	3.0345	9.1	11.3
345	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W CC	1.6179	5.9	7.0
346	No	No	06	SURG	MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC	1.1755	4.3	4.8
347	No	No	06	SURG	ANAL & STOMAL PROCEDURES W MCC	2.2657	6.4	8.7
348	No	No	06	SURG	ANAL & STOMAL PROCEDURES W CC	1.3237	4.2	5.5
349	No	No	06	SURG	ANAL & STOMAL PROCEDURES W/O CC/MCC	0.7665	2.3	2.9
350	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W MCC	2.2798	5.7	7.8
351	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W CC	1.2628	3.4	4.4
352	No	No	06	SURG	INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC	0.821	1.9	2.4
353	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC	2.5349	6.4	8.4
354	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC	1.4337	3.9	4.9
355	No	No	06	SURG	HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC	0.9878	2.3	2.8
356	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC	3.9597	9.5	13.0
357	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC	2.116	5.9	7.7
358	Yes	No	06	SURG	OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.3008	3.3	4.3
368	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W MCC	1.6584	5.0	6.6
369	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W CC	1.048	3.8	4.6
370	No	No	06	MED	MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC	0.7501	2.7	3.2
371	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC	1.9214	6.7	8.7
372	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC	1.2865	5.4	6.6
373	Yes	No	06	MED	MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC	0.8619	4.1	4.8
374	Yes	No	06	MED	DIGESTIVE MALIGNANCY W MCC	2.0149	6.4	8.6
375	Yes	No	06	MED	DIGESTIVE MALIGNANCY W CC	1.2631	4.5	5.9
376	Yes	No	06	MED	DIGESTIVE MALIGNANCY W/O CC/MCC	0.8883	3.0	3.9
377	Yes	No	06	MED	G.I. HEMORRHAGE W MCC	1.6149	4.9	6.3
378	Yes	No	06	MED	G.I. HEMORRHAGE W CC	0.9873	3.6	4.3
379	Yes	No	06	MED	G.I. HEMORRHAGE W/O CC/MCC	0.7179	2.7	3.2
380	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W MCC	1.7333	5.5	7.0
381	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W CC	1.0853	3.9	4.8
382	Yes	No	06	MED	COMPLICATED PEPTIC ULCER W/O CC/MCC	0.7785	2.9	3.5
383	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W MCC	1.2399	4.4	5.5
384	No	No	06	MED	UNCOMPLICATED PEPTIC ULCER W/O MCC	0.8146	3.1	3.7
385	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W MCC	1.7089	6.1	8.0
386	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W CC	1.0423	4.3	5.4
387	No	No	06	MED	INFLAMMATORY BOWEL DISEASE W/O CC/MCC	0.7871	3.4	4.1
388	Yes	No	06	MED	G.I. OBSTRUCTION W MCC	1.506	5.3	7.0
389	Yes	No	06	MED	G.I. OBSTRUCTION W CC	0.9268	3.9	4.9
390	Yes	No	06	MED	G.I. OBSTRUCTION W/O CC/MCC	0.6341	2.9	3.5
391	No	No	06	MED	"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC"	1.0958	3.9	5.1
392	No	No	06	MED	"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC"	0.6921	2.8	3.5
393	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC	1.5632	4.9	6.8
394	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W CC	0.9572	3.7	4.7
395	No	No	06	MED	OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6666	2.6	3.2
405	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W MCC"	5.5911	12.5	16.6
406	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W CC"	2.6729	6.7	8.5
407	Yes	No	07	SURG	"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC"	1.8068	4.1	5.2
408	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC	4.0844	11.3	14.0
409	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC	2.3103	7.5	8.8
410	No	No	07	SURG	BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC	1.6134	5.2	6.1
411	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W MCC	3.9655	10.3	12.4
412	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W CC	2.3982	7.3	8.4
413	No	No	07	SURG	CHOLECYSTECTOMY W C.D.E. W/O CC/MCC	1.6222	4.5	5.4
414	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC	3.6023	9.6	11.7
415	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC	1.9824	6.2	7.3
416	Yes	No	07	SURG	CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC	1.2904	3.9	4.5
417	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC	2.405	6.4	8.0
418	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC	1.6354	4.3	5.3
419	No	No	07	SURG	LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC	1.1334	2.4	3.0
420	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC	4.1182	10.2	14.0
421	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC	1.6987	4.9	6.8
422	No	No	07	SURG	HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC	1.1791	3.2	4.4
423	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC	4.2255	11.2	14.9
424	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC	2.2105	6.9	9.0
425	No	No	07	SURG	OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC	1.4477	3.9	5.2
432	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC	1.6369	5.1	6.8
433	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W CC	0.9076	3.6	4.6
434	No	No	07	MED	CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC	0.6489	2.7	3.4
435	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC	1.7293	5.7	7.4
436	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC	1.1831	4.3	5.6
437	No	No	07	MED	MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC	0.878	3.0	3.9
438	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC	1.6993	5.5	7.4
439	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC	0.996	4.0	5.1
440	No	No	07	MED	DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC	0.6865	3.0	3.6
441	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC"	1.729	5.2	7.2
442	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC"	0.9407	3.7	4.8
443	Yes	No	07	MED	"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC"	0.6631	2.8	3.5
444	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W MCC	1.5055	4.9	6.4
445	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W CC	1.0386	3.7	4.6
446	No	No	07	MED	DISORDERS OF THE BILIARY TRACT W/O CC/MCC	0.7239	2.5	3.1
453	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC	10.0108	11.2	14.4
454	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC	6.9533	5.8	7.2
455	No	No	08	SURG	COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC	5.0197	3.3	4.0
456	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC	8.7412	11.2	14.0
457	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC	5.9617	6.1	7.2
458	No	No	08	SURG	SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC	4.8966	3.8	4.3
459	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W MCC	6.1506	7.5	9.3
460	Yes	No	08	SURG	SPINAL FUSION EXCEPT CERVICAL W/O MCC	3.7097	3.5	4.0
461	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC	4.5614	6.5	8.1
462	No	No	08	SURG	BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC	3.2056	3.8	4.2
463	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC"	5.3025	12.2	16.8
464	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC"	2.8384	7.3	9.5
465	Yes	No	08	SURG	"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC"	1.7896	4.4	5.7
466	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W MCC	4.6698	7.4	9.2
467	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W CC	3.1207	4.5	5.2
468	Yes	No	08	SURG	REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC	2.5167	3.4	3.7
469	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC	3.3282	6.6	7.9
470	Yes	No	08	SURG	MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC	2.0613	3.5	3.8
471	No	No	08	SURG	CERVICAL SPINAL FUSION W MCC	4.6182	7.2	10.1
472	No	No	08	SURG	CERVICAL SPINAL FUSION W CC	2.7547	2.8	4.1
473	No	No	08	SURG	CERVICAL SPINAL FUSION W/O CC/MCC	2.0033	1.5	1.9
474	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC	3.504	9.7	12.5
475	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC	1.923	6.2	8.0
476	Yes	No	08	SURG	AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC	1.065	3.5	4.6
477	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC	3.1343	8.7	11.1
478	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC	2.1321	4.7	6.5
479	Yes	Yes	08	SURG	BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC	1.5121	1.9	2.8
480	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC	2.8752	7.6	8.9
481	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC	1.8373	5.2	5.7
482	Yes	Yes	08	SURG	HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC	1.5071	4.3	4.7
483	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC	2.3024	3.2	3.9
484	Yes	No	08	SURG	MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC	1.8358	2.0	2.3
485	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W MCC	3.0871	9.3	11.4
486	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W CC	2.0558	6.4	7.6
487	No	No	08	SURG	KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC	1.4338	4.5	5.2
488	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC	1.6774	3.9	5.0
489	Yes	No	08	SURG	KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC	1.183	2.5	2.9
490	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM	1.7718	3.0	4.3
491	No	No	08	SURG	BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC	0.9522	1.7	2.1
492	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC"	2.85	6.8	8.5
493	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC"	1.7806	4.2	5.1
494	Yes	Yes	08	SURG	"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC"	1.2619	2.7	3.2
495	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC	2.8743	7.4	10.1
496	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC	1.6254	4.2	5.7
497	Yes	Yes	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC	1.0344	2.0	2.6
498	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC	1.9228	5.4	7.4
499	No	No	08	SURG	LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC	0.8975	2.2	2.8
500	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W MCC	3.0244	8.1	11.0
501	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W CC	1.5169	4.6	6.0
502	Yes	Yes	08	SURG	SOFT TISSUE PROCEDURES W/O CC/MCC	0.9834	2.3	2.9
503	No	No	08	SURG	FOOT PROCEDURES W MCC	2.1835	6.7	8.8
504	No	No	08	SURG	FOOT PROCEDURES W CC	1.5082	5.1	6.4
505	No	No	08	SURG	FOOT PROCEDURES W/O CC/MCC	1.0282	2.5	3.3
506	No	No	08	SURG	MAJOR THUMB OR JOINT PROCEDURES	1.1381	2.5	3.6
507	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC	1.8188	3.5	4.8
508	No	No	08	SURG	MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC	1.2568	1.7	2.0
509	No	No	08	SURG	ARTHROSCOPY	1.2065	2.2	3.1
510	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC"	2.1482	5.0	6.4
511	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC"	1.3747	3.2	3.9
512	Yes	No	08	SURG	"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC"	1.0033	1.8	2.2
513	No	No	08	SURG	"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC"	1.2327	3.5	4.7
514	No	No	08	SURG	"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC"	0.7712	2.0	2.5
515	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC	3.0414	7.8	10.1
516	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC	1.8355	4.5	5.8
517	Yes	Yes	08	SURG	OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC	1.364	2.2	3.0
533	Yes	No	08	MED	FRACTURES OF FEMUR W MCC	1.5632	5.0	6.9
534	Yes	No	08	MED	FRACTURES OF FEMUR W/O MCC	0.7386	3.2	3.9
535	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W MCC	1.2914	4.5	5.9
536	Yes	No	08	MED	FRACTURES OF HIP & PELVIS W/O MCC	0.7127	3.3	3.9
537	No	No	08	MED	"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC"	0.8831	3.7	4.3
538	No	No	08	MED	"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC"	0.5863	2.5	3.0
539	Yes	No	08	MED	OSTEOMYELITIS W MCC	2.2839	7.9	10.5
540	Yes	No	08	MED	OSTEOMYELITIS W CC	1.3839	5.7	7.2
541	Yes	No	08	MED	OSTEOMYELITIS W/O CC/MCC	0.9422	4.1	5.2
542	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC	1.954	6.6	8.6
543	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC	1.1211	4.6	5.8
544	Yes	No	08	MED	PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC	0.7717	3.6	4.2
545	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W MCC	2.2783	6.3	8.7
546	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W CC	1.0758	4.3	5.3
547	Yes	No	08	MED	CONNECTIVE TISSUE DISORDERS W/O CC/MCC	0.7475	3.0	3.7
548	No	No	08	MED	SEPTIC ARTHRITIS W MCC	1.9281	6.7	9.0
549	No	No	08	MED	SEPTIC ARTHRITIS W CC	1.1758	5.0	6.3
550	No	No	08	MED	SEPTIC ARTHRITIS W/O CC/MCC	0.7082	3.3	4.1
551	Yes	No	08	MED	MEDICAL BACK PROBLEMS W MCC	1.5442	5.4	6.9
552	Yes	No	08	MED	MEDICAL BACK PROBLEMS W/O MCC	0.7937	3.3	4.1
553	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W MCC	1.1057	4.5	5.7
554	No	No	08	MED	BONE DISEASES & ARTHROPATHIES W/O MCC	0.6478	2.9	3.6
555	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC	0.9698	3.4	4.7
556	No	No	08	MED	SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC	0.6027	2.5	3.1
557	Yes	No	08	MED	"TENDONITIS, MYOSITIS & BURSITIS W MCC"	1.4685	5.4	6.6
558	Yes	No	08	MED	"TENDONITIS, MYOSITIS & BURSITIS W/O MCC"	0.8387	3.6	4.3
559	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC"	1.7514	5.2	7.2
560	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC"	0.9852	3.7	4.8
561	Yes	No	08	MED	"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC"	0.5959	2.1	2.7
562	Yes	No	08	MED	"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC"	1.3793	4.8	6.1
563	Yes	No	08	MED	"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC"	0.6927	3.1	3.6
564	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC	1.5068	5.3	7.0
565	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC	0.907	3.9	4.8
566	No	No	08	MED	OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC	0.6498	2.8	3.5
573	Yes	No	09	SURG	SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W MCC	3.5286	10.0	13.9
574	Yes	No	09	SURG	SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W CC	1.909	6.8	8.9
575	Yes	No	09	SURG	SKIN GRAFT &/OR DEBRID FOR SKN ULCER OR CELLULITIS W/O CC/MCC	1.126	4.5	5.6
576	No	No	09	SURG	SKIN GRAFT &/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W MCC	3.3598	8.2	12.6
577	No	No	09	SURG	SKIN GRAFT &/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W CC	1.7235	4.1	6.2
578	No	No	09	SURG	SKIN GRAFT &/OR DEBRID EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC	0.9925	2.4	3.2
579	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC"	2.8556	8.0	10.7
580	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC"	1.3997	3.6	5.3
581	Yes	No	09	SURG	"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC"	0.8589	1.8	2.4
582	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W CC/MCC	1.0226	2.1	2.8
583	No	No	09	SURG	MASTECTOMY FOR MALIGNANCY W/O CC/MCC	0.7889	1.5	1.8
584	No	No	09	SURG	"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC"	1.4877	3.6	5.5
585	No	No	09	SURG	"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC"	0.8593	1.7	2.1
592	Yes	No	09	MED	SKIN ULCERS W MCC	1.8499	6.6	8.8
593	Yes	No	09	MED	SKIN ULCERS W CC	1.0807	4.9	6.3
594	Yes	No	09	MED	SKIN ULCERS W/O CC/MCC	0.7523	3.7	4.7
595	No	No	09	MED	MAJOR SKIN DISORDERS W MCC	1.7691	6.0	8.2
596	No	No	09	MED	MAJOR SKIN DISORDERS W/O MCC	0.8285	3.7	4.7
597	No	No	09	MED	MALIGNANT BREAST DISORDERS W MCC	1.6302	5.6	8.0
598	No	No	09	MED	MALIGNANT BREAST DISORDERS W CC	1.065	4.2	5.7
599	No	No	09	MED	MALIGNANT BREAST DISORDERS W/O CC/MCC	0.6102	2.6	3.5
600	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W CC/MCC	0.9801	4.2	5.4
601	No	No	09	MED	NON-MALIGNANT BREAST DISORDERS W/O CC/MCC	0.5941	3.0	3.6
602	Yes	No	09	MED	CELLULITIS W MCC	1.43	5.5	6.9
603	Yes	No	09	MED	CELLULITIS W/O MCC	0.8178	3.8	4.6
604	No	No	09	MED	"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC"	1.1719	4.1	5.5
605	No	No	09	MED	"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC"	0.6824	2.7	3.4
606	No	No	09	MED	MINOR SKIN DISORDERS W MCC	1.1964	4.3	5.9
607	No	No	09	MED	MINOR SKIN DISORDERS W/O MCC	0.6403	2.8	3.6
614	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W CC/MCC	2.6525	5.0	7.1
615	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W/O CC/MCC	1.3859	2.6	3.1
616	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC"	4.8537	13.2	16.8
617	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC"	2.0316	6.9	8.5
